document_id,views,depth,full_reads_percent
624ff0e19a79472411f31b43OlIGX3f9RN-Uop357_p98g,6868,1.1538648333333326,38.68328949999998
623faeaa9a7947653470b1a0fI8XS2MXRyaNdNuJJW9VjA,98010,1.1304600000000002,41.11571000000003
624f1fcb9a7947e9d888bc2eGoMLdRUjQ2OQKJOJeEP9RQ,66387,1.1446299999999996,29.68959000000002
62850ce99a794782249dc1c7mCXdNIBcStCRGWinWoOqvA,62836,1.0459100000000006,30.39758
625568df9a794741e114a762p0gt5C5WSQqX18Fb8yuQEA,273806,1.0610700000000002,30.15839
6249c58b9a794790fbfb3a72BiOLFRtLQW6sTZ_aYcGd1A,6863,1.167166666666667,37.1857533333333
627e43e79a7947863d9a3d28f3ucRD7ITtefUxsYp7qHKQ,14768,1.0664566666666668,39.21483119047616
61fd57569a79478a98c7a954jxbeRzGsQm6f9UdSVdCCmg,12505,1.1590412947391513,39.29816838364795
628252089a79471407fd4d16rmFwVXrNQV6UEhFesereGQ,11540,1.06226411904762,39.98051961904768
62483ba99a79473538e719003jWeun5QR7K9Hf5y6sYL_A,41766,1.1684512857142848,44.89732952380951
626633779a79475c0264eb97GicKTSv4TfGgkznN_G7t5w,8999,1.0586665000000006,44.51199911111111
62920ccb9a7947093f7ce616XlBcJK-MRCiOI3hfxZdXdA,40804,1.04795,25.78039999999999
6282a5429a7947336f8d64b8nnRk0rTkR16wROQJXr400A,31116,1.05615,29.83048
61fa3cd39a7947d756cdca0cemHDBURNSW6B7dsxlC7yLA,9459,1.1628127502576946,38.59443334583772
625ecc7e9a79473b4f8aae9c4FuODp-kS0aDzavwnWjyNA,14237,1.0620699999999992,34.856559999999966
6255c0729a79476baad93bc2UFPFZw03Ry-nMO_5XCjkcA,96197,1.09668,36.24058000000003
62919afd9a794774d24be856OSGBeNzCSPW_GmbG6-irTw,4526,1.0606766666666665,34.06189333333334
623b303f9a794761344bc2a4RHWeYizkRa-wvE9e-wm44w,15191,1.1547000000000005,37.010920000000034
62861c019a7947d5857eb3e20nWLHpTJSLCbo8ROSKLc9g,3711,1.056376428571429,37.68040857142862
627ab92e9a794751851fdf3eBfWBRacaQCOaQ1S_LWwXMQ,18546,1.061740000000001,33.41225999999999
6270b77a9a79479ad6dedbd1tu-AquxyRMO2GORTYaN6_A,11862,1.0642700000000005,34.37796000000001
628e66749a7947654775ae3exr83ycafQzWgDeMX52VPfw,64481,1.050980000000001,32.84200999999999
6246b4b79a794743ce9efdc9Ix6iqt0VQa-LYukRCxK6oQ,20317,1.1685300000000014,36.15996999999999
628fa9b49a7947dbd44f440bHqCvEqPQSC-5NBbX7p_etA,32090,1.0488100000000011,24.87333
61f95e8d9a7947970d73a5c4uZqPcS5NT5-YlnOXRJL-Ew,8371,1.1633084000000011,27.92263879999999
61fc32499a7947191f1d6af0ZAgOWRlASWKbo7ONGv-QAw,9827,1.1574618775055816,37.97396835962366
62933cc39a79474b94a34ea9rbu9MdiVRWi9g5n92kNGpA,14999,1.043619999999999,30.17222999999996
628b49009a7947bf170e8190pWFEWX6zR_yC1OkesuMlnA,18133,1.0650900000000003,31.559259999999984
61fc6f9f9a7947256d8a90e7gZXyjv6UQiG2NsAYfODHiw,8997,1.1378400000000004,30.96402
6257a04e9a79477e079ed071QIES5rIgS3G0hCPDoqVzDw,50216,1.0561699999999998,27.92765
623e38cc9a794712a0892f2dAIcdWGmRRNqJ_RYeYfeTig,72082,1.1141799999999995,38.05025999999999
620280679a79478b1ac68257hLI2jEQ2TdqUSep4_YVBYw,7161,1.1555371216937518,33.4342473877794
625401d99a7947bbde7cebb5Zt-SUqtxTZWwjJDS1cRSUw,60108,1.064409999999999,31.11946000000002
6201cedf9a794740603d6b73ZzYEG3hWTMydOR6R-klEwg,12382,1.153123181800656,34.97955383086137
620fd7409a7947aaa25d8377KwRX8wrgS9K8Amielf7Guw,209425,1.152009999999999,35.21512999999999
626e38b99a7947124a7e8c3aqIN_x8M9Rt-8Y60sffT0Bg,5003,1.0660600000000005,34.150459999999974
623324609a794755e58a6f54UXmfblMDT5y14P2ww7YhEQ,68401,1.1508999999999998,36.84762
620742d19a7947acb4dbf54afk1WrzpMQa-GHKnWBDjECQ,5123,1.16458226046176,34.54103929870127
628c559a9a794719bb2ce62cofOKsXyGSx-bRQBt2dIETA,37209,1.0591499999999998,30.001239999999992
627f594f9a794750d077ac9cWlh01JNEQ5eLIeO6G7EPNg,14900,1.0683029999999996,38.65671333333331
626acaf89a79479c932ab6cdR2IxLWUPRmO2kQBr8-HJ8w,15938,1.0589600000000006,28.13139999999999
6267e33e9a79470add2c62e3WnuGspxnRk2IWL_TYyu3ow,33309,1.0594199999999994,26.23943999999999
625710e59a79475dda974be3LIC8WVXkTiWtf9Wvb4M1xA,13696,1.0589300000000008,27.190780000000004
626978ac9a7947239945d3d99Ll9q3RySXCmt50-9PJ2jw,19985,1.0469300000000012,25.660729999999976
620a155f9a794766b4ddc918fUszibetR6qECabLytyMqw,46893,1.108459999999999,23.921490000000016
623983b99a7947b9f128c85dpjpi_7HfRw2aJn1tbHRTPQ,86799,1.1240999999999997,34.7921
62601cf19a79472a72866c68bIF7iXeTT-qgpsUkq5Qjww,44580,1.0527399999999998,28.49199999999999
6282535c9a794713ac5b996eWjW7BbFvQVuM0gEJOJ44UQ,26977,1.0575400000000004,26.51481
625a9b3d9a794785eff10716lUOBSjkXTYaOOzDnCcDtDA,51254,1.0490900000000014,34.82292
62541f409a7947ca585aa5abo0K-2UbuRHSCURTm1o10hw,58371,1.06567,33.56546000000001
6256df119a79474a19bea8b791_wyExyQxmR3FV7HnbwrA,47389,1.0761699999999998,26.898300000000017
62603f3b9a794737581f6c6e1PrjGkXHQKKtSRe_fYbUcg,28113,1.0573499999999998,26.833060000000003
620270cb9a794783b02d6000FcJyHDRbSHylVDOv55Aukg,180937,1.1196299999999997,28.549630000000025
626ba98a9a7947dded22a0e2r6CqHMbZTga2hl5utKMX9g,3429,1.055220000000001,27.66199000000001
626453bb9a794779d32c4b7cNJ7o7x_7RwuVz4qEw7jRLA,35497,1.0607228333333345,34.88726949999998
61f9e38b9a7947bda828a9daBGqE5tfuTxeanLvshi8hGw,20436,1.1512600000000008,30.147629999999985
620a54af9a7947054cbbea6aVi5JyL2nTyK2rpQAfICjKg,10173,1.1529282356809851,32.2633446883672
62382ce99a794742a6dfe668HyG3_PV-REaD7Mbuc_qZig,106807,1.16657,33.64043999999999
627415cf9a79472d4bdca3fa8VZNOqP7Q6GjxQwpF4EmJQ,17879,1.0560900000000013,24.38554000000001
624770469a794709ab41a2edZADsrTW9QjqQhed1-QSdhg,43994,1.137889999999999,25.87086999999999
620608d29a79473c8cc3dcb4TOkHE8peS4mnQfhVY6uETQ,20623,1.1535500000000003,28.204359999999987
624d74419a794745f5095c9785o_o-7ER_2pYp2aQOhY1Q,19790,1.0939199999999991,36.19421999999999
6273ea389a79471e1192738eGyl27lB0QFW6cUuwiuQ8xA,15134,1.053420000000001,23.43509000000001
6253e9289a7947ad471500a7ZwR05eF3TgOZR8CwC8QF6A,7465,1.0695629166666665,36.817810833333326
627a67f59a79473c76334a58d-ty3mZYTcWtpTnNEiS-_Q,39508,1.0560999999999996,31.370009999999983
62543d319a7947e0d0bbf9feRvqVpFyESUqVOjAHYpx4qA,21716,1.0602700000000005,31.82393000000004
61fd48c49a7947853ac89992Eg6t0d9IT-Oh0gOQJsnwpA,16797,1.1590412947391513,39.29816838364795
624d661b9a79473f7416fe26IOrn2VSSTFq1lnfWNWSjmg,520540,1.1904100000000006,30.405759999999965
62921afd9a79470c52363ddbycovRONJRxOwxXQp9kZ_JQ,33121,1.0536200000000004,25.004440000000013
625e16fd9a7947eb04eb3afaahBNANYJQ4q71l_5bfc4hg,9467,1.0706325000000008,33.84442249999998
6281df209a7947dc977962a8w2oYQcAYSpKKPZIVuxNv3A,146685,1.05622,28.46819999999997
6250aebd9a79477179d3fc0abTicp8FURqqf_sUIPQNc8Q,17574,1.1381699999999997,30.08022
620593879a79471f11cbc442zzIt_lvVSxGHH4PFivaj0A,5503,1.1540558652763846,35.880635335056475
6267b2ea9a7947f1272fe182ZHr1365cRwesE1BO1cTSTw,109115,1.0570100000000011,32.81775999999999
623d5ff99a79473d710327cf87E2PoRDQpSINmkoNNyC_g,62694,1.153239999999999,37.83908
628fc55f9a7947e3ecee16855K5GmbcURfmjEHNyG9jUPA,20381,1.0520328333333338,36.51172858333331
6209b5ba9a7947446de26576wIqzK06xS62_85SZ-_jM5A,1563,1.1529282356809851,32.2633446883672
6257e9a59a79479c163ae439VXmiNqENQAejKPy2TBgkYQ,42429,1.0531700000000008,26.97568
623edde79a7947375a65bc5cljg2IrgTQ0qGVJxkVx9gfg,76648,1.1564346666666665,35.58673566666666
6246f61a9a794763e7611666nUKwsp6MSq2ZVmWEqHeUbw,8454,1.1685300000000014,36.15996999999999
61fab3b59a794716ef6cd9b87N5JbHqCT1iUVVT_CTv-eg,7913,1.158139996179646,34.264711797848705
62726fb79a7947174f2c6396ndruDIIMREGrctxMQLO6qQ,10159,1.0599000000000016,30.83878000000001
625517799a79471e76fdf7a69Bb90QB4Qh2v7mN1rWUfzA,92374,1.0589499999999992,27.784450000000007
628b94369a7947e52a75ddd2imqTssc8RWmuYlbRgEv_6A,5502,1.0612725000000014,35.03754999999997
62464bff9a79471d3a9091bdyBaFkEL3R7ibKMevxBfWBQ,23989,1.1453100000000005,33.282630000000026
609d11a69a79477cef513697JmK_JOsmSnWmjiQfqquJfw,183289,1.0637400000000008,29.93582
624bd4a09a794734a02abe635sHoC5DQRYyOR92V_ypG3A,90639,1.1362800000000002,30.728240000000024
6246ee699a79475f62e29586lkzBzA2GQOekTIrCqMlmQg,13743,1.1582899999999998,32.36006
627fa0009a7947615d3ee079HdMF3sQ7Q0K8NG0AEPf7Vg,66466,1.0657000000000008,27.523740000000004
626384d69a794748ab83346am_e3JQPGSpug0qF0PvlAcw,14542,1.0559700000000007,29.02691
625eb2999a79472f980ec8f5K5sOFaWERdOYSmNLE6kVmQ,25935,1.0516700000000003,31.241309999999995
6260cb039a7947590cfed3f3HVQLtTOFQg23_Zc9Taqn7Q,24151,1.0594521666666676,33.556964166666646
624449f39a7947601793fbd43LqF1CAmQ8CThiHpaJRLyg,25977,1.1521240000000008,33.047872666666656
624467e59a794770ffc56779zqrrfYgQROiOD6fgVNvw3Q,88727,1.130340000000001,34.92611
62378e5f9a794717cec1099bqkPlGr-qQwO9LmBRDDi76g,79942,1.1551900000000004,37.03417499999996
624680c19a79472b07d3beb80kvS1w9qTiu8KYcGTOMywg,243929,1.1864800000000002,32.42141999999998
61fca99f9a7947323cee8abfQHSiixUSQfGHUgGo1MbBVg,17328,1.1564899999999994,31.00961000000001
61fac9dc9a79471d479d3b9apI0_tiTMRU6MTLC67M3ykg,4945,1.1569864247510748,33.6738967978487
6249c3739a7947925657d45e1YzCEfy8QvSfSLP47PspXw,162094,1.1953800000000014,32.73170999999998
6274d1499a79475ff0070a58Rz8BSmP8R5aP2QRjQeYfYA,30107,1.0578300000000007,33.14448
62561e609a79478153ae30185kj_AZ4iSDq33bBeyryGLA,8989,1.0687899999999988,42.70414500000002
61fd5cfb9a79478ce58a5deaWHgu0dA5QEyERZhnz4RZqg,38323,1.12736,33.15616000000002
61fbb2609a794765c9ba9191MfrZsSBERcGgYNo7D6cItg,12376,1.148772234432235,31.91844360805857
624ea4cf9a7947a631c328baWxNQ1fCHSy-Pb8dCaoDCQA,26483,1.158350000000001,31.88117000000001
6244c29b9a79478f9a339bca0RwqdNMOSfeAefxAr_8Wwg,37068,1.1427100000000003,32.14774
620263a09a79477abdf73d2blf_K9sZzQdaZf3FZxFfnYQ,9344,1.153123181800656,34.97955383086137
62895c859a794748fb81edeb7-q4a66gTiOEBZCgGyYLww,19411,1.05703,31.80902
628cd9839a7947555da62ab6nGLl-ynSR0mwfS3PdLEbCQ,5562,1.0816847142857131,38.55635442857141
62023cfc9a794767710363001czAU5n5QTqze8sze8-39w,46067,1.1327500000000006,28.58956
61f873769a79472c64f0b26dFcOHgy-0Q0qSH96tt5qqpw,4891,1.1378483571428566,43.21855153571428
620a042a9a79475e8d61ea64n1uePA2FRf-6KZ1gov5k1g,16564,1.1529282356809851,32.2633446883672
6203a87e9a7947ef0226f481SwaKVAdYSHiXAT2_djlKFg,11294,1.1472204444444458,29.01989044444443
628835629a79470c55045324d6dCnDdWRVqUuQvxhktt_w,23944,1.061563636363637,30.59969000000001
6204d7a79a7947551d4c31202kxwfIEhSouz7KvHumYMwA,21201,1.1443075234348985,29.48187306987456
627ef6419a7947316b35e3abZiGC6FoJSeCGwH_-qE0Y1w,3883,1.0605368571428566,37.849146190476205
6256ef3a9a7947508911fa88Mv9CmwYaSdmKYWpSXvMD1g,21176,1.0683208333333327,44.77942716666669
625a884a9a7947806352a0e2hLmRO0r-RQ2O_R7dYhFPEw,13879,1.0619283333333334,42.33141916666669
6256a3859a79472db87aecce8qi7X_ZxSxiG_tSdb0mVqg,20836,1.0586800000000005,32.13514
6209f58d9a79475653c0f910rRfXCrPgSPqDFR17lFUmkg,23967,1.1529282356809851,32.2633446883672
61ffc1d19a794721f361d83c4FUpFMtrRMCKDNRPvB4KGA,67556,1.1431500000000008,28.487189999999984
62875b0c9a794745373bb596fB7DCWaQRC-rvGv2OFQL1Q,7059,1.07221,37.8311075
62543f679a7947e285c71eb0JxXQbabUQD6f5C6XrKy-sA,102270,1.0542799999999992,31.58593000000001
61fb68439a794742415ee23cIlLO8Ji5SgCzPBp1bkdqaA,20208,1.1508999999999998,28.004920000000016
62697cc49a79472497f950c3WxOkftIpRh-9pmxQ-lTtEg,20053,1.0537729999999998,35.45051099999998
6284a3179a79474fbc06511dUS8_ETYrQv-9teOt6ZeoVA,6482,1.0757533333333331,36.08584333333333
625c455e9a79476223b1225bDftVX3_FSrC-Ra16zvfIJw,54566,1.060550000000001,38.317190000000046
624c2c819a79475afae75086exWaNqt-QmKcchXKQ-8KNw,37900,1.1602199999999991,29.57149999999997
625e53079a7947fe5c281f49WbKDLbR-RQCrczgwsljouA,34847,1.0706325000000008,33.84442249999998
6208ecec9a79471716d77c173sQx0QxZSTeMSXl3d5iFew,9177,1.1458594549062049,41.29362994805199
6241dfdf9a79470e92ec56b9iHVtY9lbTU-GLGGnJqxtFQ,61840,1.1432500000000003,34.47223999999999
6267dd639a79470480de91b0y0tj_DWZTuq_nyI8VwSG2Q,11064,1.0459400000000003,26.611970000000007
6255d8ee9a794773312488feOCuGG0ncRZion7Xa6R4jhg,5790,1.0714599999999983,40.95224000000002
62754e259a794798a5c09bb4VY2W-4dhRzKDVzxczsHP9A,56056,1.0708300000000002,30.613140000000016
620ad2869a794737d476ed56UQMiA_QGQNWAmdUUughheg,4643,1.146552633815856,39.35078845881112
627cdf259a794701f2ef3e98dYYtCDh4SjWIQEVTIip2AQ,30665,1.0609000000000002,32.706249999999976
6256755d9a79471559b07dda3vQFC_XCRLi5Xff-7NlSXw,8284,1.077657500000001,40.62696035714283
6240865c9a7947965fdd686eVRpXVaevTFuVxqrJE9PkIw,94272,1.1451300000000004,38.32826999999999
620b67a59a79475fcb2aa73c2p1qR24ZTmmftHYloHIJAA,52945,1.1378,31.54571999999997
61fa3ce79a7947d6cb0f7bbdYP8GU4tgRB2J38YiaZ122g,50827,1.1764699999999997,27.99932999999997
6267f6b49a7947159cb58de1I-_bYXhqQ3iVMWXvoSj5kg,10392,1.0502475000000004,34.788466
62907fd09a7947151ab572edWcjRO9cFTA624uRk5iG5jg,17888,1.0598600000000002,32.077639999999995
628829f19a7947074c805f2aAJ-sDkDxTiW3CsS9vENTkw,5506,1.0662536363636377,34.00664999999999
626a025a9a7947431447d8d7hjT6kIDqS4iShD7bOlp1hw,7376,1.043239999999999,30.103959999999976
628380e69a794777cc60d6bfNNeDJQ7RTwWSGfKg0wl1lw,52702,1.06303,26.49349
628c98fe9a79473359976b7aFwkbbrZyR12udnMnOfu8nw,15876,1.0816847142857131,38.55635442857141
61fec0e29a7947e7800a8bffHoj4X3jcTuKyzJP14NF7cg,8583,1.1575216070691006,37.79831654922271
61ff62689a79470860259dfboltv7HVhTieNBdGC4qfxnw,26247,1.1810399999999994,33.830130000000004
623d9e319a79475d770b46c6TY3-vELBTSeqPjKvlW61rg,245427,1.2208500000000009,31.26881000000002
620a6e759a794713131a9073rIFnkPjjROykwFf6ko8i9Q,14480,1.1604000000000003,31.508499999999977
6246eb579a79475ee064abc0aRHnbxeHRjCX2LOVxeerug,8892,1.1746009999999991,41.21352599999994
627297069a79472b862c0131oRR_k3O6Qq62pj_ObyQBCg,16705,1.0550400000000015,25.37295
61fa4f1c9a7947df18f28c26PbWYS59LQMSCP_QI31xtsw,18504,1.13274,20.15051999999998
628f2a549a794797b45d3a19yNmiFnPyQFa9aXN-U41jew,28139,1.0525699999999998,26.93351000000001
628c18079a79470e481c4d03hHAhc8c9S3y3PBbd9TPtlA,19386,1.0561499999999997,30.57592
627b5bee9a7947753b3b7315l6nbm7NwTDuLBGpikUAngA,34099,1.0587700000000004,34.56472000000001
624dcecd9a79476ffce38e45LjZFd0piS8yl7MvShx0rLw,31840,1.1373800000000005,26.76427000000002
624d81029a79474c64e686125rNc8IHLTqKeYkQXKyrePg,26463,1.1422099999999995,26.227250000000005
61fde5ab9a7947b1649679ebkinL3B-tSgO5JbHXhVuonQ,13317,1.1575216070691006,37.79831654922271
628a05539a79476b717edbfbc5KbU6ttRECEIObP1-CmOQ,11793,1.0673171626984137,35.25685757936504
62612a189a7947800723b252_DOIuBdzSlW3dPjzgg2JBA,46898,1.05035,30.598109999999988
62400bba9a794777b95ddc75TEH9JG2vRj2oPNGQqta1kg,78093,1.1214683333333335,32.13627249999999
627e8fb19a794723e6063dc7FFgtlyReTiqb4M1yEQ1_ew,45551,1.0524100000000003,31.14391000000001
61f8e4f79a794754fb945f2euooN5u5vTzCTm_LzQT4VIA,23428,1.1635792548417008,29.31016386718535
620352839a7947c4cbf25083Gok6Vj9SSvOsGX7uSFkcMA,15223,1.1398399855006114,33.37379841566112
628c69449a79471ef87323b5k4_kMulXRfyAzyY_9pSsEg,40553,1.0561300000000002,30.360280000000007
627cc9c79a7947f6af6ec7a3FGMORhlISgCKX5Nd-TzL7A,48980,1.06147,28.62346000000001
624471a49a794775bca0df196lqP4z4JTYGa6gDcNCOEwQ,30111,1.1342700000000006,33.94374000000001
623b7dda9a79477b7fa5e246Eatmw9l2TAiWzVb4QphjDg,1637,1.1341280000000002,34.69448366666664
6203ecbf9a7947107583eedbjWYXYHUWTX2r8awgWXuVmg,126006,1.114660000000001,26.021009999999983
626946869a79470bb4ec0b31bS4Dg0WvRTiUePDvMgKjhg,45477,1.0431700000000013,26.786589999999983
6283635a9a7947689110ff75NX7UbhYwTFuEIJXk4OH6zg,5469,1.0634624999999989,36.99368250000001
625013119a794735cc0ee39bxyR_j_rGS2Sg5Ki1vF1SPA,35234,1.078570833333334,39.5322108333333
62545e549a7947ef4aa99f3dHgI_iWyuQLKq-Uw2Gon32A,10047,1.0666103333333343,42.64635214285711
628fa78e9a7947da68e37e2deQ97NKGoRXuLxxzzApZHTA,22043,1.0514600000000005,27.011989999999987
6265e83e9a794748a7d2f609-lrTEhcLQ9WpkLGXLEvUrw,7079,1.0579720436507944,31.671897103174604
624f0af59a7947e1ec366c49dA3DkcHETSuhJnFtzIUd5Q,7892,1.141576333333334,36.86709950000003
62387d5c9a79476af22b7c65yyjNkFXTTKC1L5V38zQK1g,36108,1.1519600000000003,28.945899999999988
625404879a7947bd932908c8HQ1IoqxqQVGO0FpTHp6fCA,16124,1.0721099999999997,30.12804000000002
6246dec69a794758036ac99eSyABn8QbR3SMF5sK6W9krQ,4130,1.1746009999999991,41.21352599999994
6207d0449a7947d7e7e68f8b0MF0xcnvQUGxEPTDaGCe6g,74223,1.12924,27.23393
